sentiment,reviews,translated_reviews
0,good and qualified teachers but few lacks in interaction with students and fails to describe a topic,Guru yang baik dan berkualitas tetapi hanya sedikit yang kurang berinteraksi dengan siswa dan gagal menggambarkan suatu topik
0,average,rata-rata
1,"very good teaching facilities, lecture given are fruitful and teachers are punctual","Fasilitas pengajaran yang sangat baik, kuliah yang diberikan berbuah dan guru tepat waktu"
0,interaction is good but not with mostly male lecturers.punctuality is maintained by everyone but lecture delivery not peak quality.,Interaksi baik tetapi tidak dengan sebagian besar dosen pria. Peruning -untal dikelola oleh semua orang tetapi pengiriman kuliah bukan kualitas puncak.
1,all things are good,semuanya bagus
1,all things are good,semuanya bagus
1,all activties are good,Semua aktivasi bagus
1,all activties are good,Semua aktivasi bagus
1,good,Bagus
1,All is good. no other university is so serious about the concept of practicals.,Semua baik. Tidak ada universitas lain yang begitu serius tentang konsep praktis.
1,"lecture delivery depends on teacher's knowledge, punctuality is good","Pengiriman kuliah tergantung pada pengetahuan guru, ketepatan waktu itu bagus"
1,Good,Bagus
1,way of teaching is average,Cara mengajar adalah rata -rata
-1,not so good,tidak begitu baik
0,average,rata-rata
1,good,Bagus
1,the staff is highly punctual ad interactive and encourage students to participate in the class,Staf sangat interaktif iklan tepat waktu dan mendorong siswa untuk berpartisipasi dalam kelas
1,"staff and faculty members are always available for interaction, very punctual and delivery of lecture can be improved","Staf dan anggota fakultas selalu tersedia untuk interaksi, sangat tepat waktu dan pengiriman kuliah dapat ditingkatkan"
1,good delivery,pengiriman yang bagus
1,good,Bagus
1,"our university is good in terms of lecture delivery,interaction and punctuality","Universitas kami baik dalam hal pengiriman kuliah, interaksi dan ketepatan waktu"
1,good,Bagus
1,very good,sangat bagus
1,good,Bagus
1,"interaction satisfied, lecture delivery good,punctuality always on time","interaksi puas, pengiriman kuliah baik, ketepatan waktu selalu tepat waktu"
1,Excellent but it depends upon teacher,Luar biasa tapi itu tergantung pada guru
1,good,Bagus
1,good,Bagus
1,Good,Bagus
1,good,Bagus
1,Good,Bagus
1,Good,Bagus
1,very good.,sangat bagus.
1,it is ok,Tidak apa -apa
-1,some teachers aren't doing their jobs in very well manner,Beberapa guru tidak melakukan pekerjaan mereka dengan sangat baik
1,Some of the teachers are not well experienced but they are interactive and helpful and punctual.,Beberapa guru tidak berpengalaman tetapi mereka interaktif dan bermanfaat dan tepat waktu.
0,not all the teachers are teaching well but it's fine,Tidak semua guru mengajar dengan baik tetapi tidak apa -apa
1,EXCELLENT,BAGUS SEKALI
1,"The faculty is good ,interaction between student and teacher is also good","Fakultasnya baik, interaksi antara siswa dan guru juga bagus"
-1,not good,tidak baik
1,Good,Bagus
1,Good,Bagus
-1,some of our faculty member are not so experienced that's why most of the time we are facing problems subjects like CSE(c++),"Beberapa anggota fakultas kami tidak begitu berpengalaman, itulah sebabnya sebagian besar waktu kami menghadapi masalah subjek seperti CSE (C ++)"
1,good,Bagus
1,its to good,itu untuk kebaikan
1,everything is good,semuanya baik
-1,"everything is good but when coming to some lectures who dont have a good grip on subject,they dont behave well with students and they dont even teach all the concepts in the subject.","Semuanya baik tetapi ketika datang ke beberapa kuliah yang tidak memiliki cengkeraman yang baik pada subjek, mereka tidak berperilaku baik dengan siswa dan mereka bahkan tidak mengajarkan semua konsep dalam subjek."
1,excellent,bagus sekali
0,"everything was good regarding to university but, some lecturers don't have grip on the subject and lag in the teaching","Semuanya baik tentang universitas tetapi, beberapa dosen tidak memiliki cengkeraman pada subjek dan kelambatan dalam pengajaran"
0,normal,normal
1,good,Bagus
1,good,Bagus
1,teaching activities of our university is good. i am satisfied with it.,Kegiatan mengajar universitas kami baik. Saya puas dengan itu.
1,GOOD,BAGUS
1,everything is good for faculty,Semuanya baik untuk fakultas
1,satisfactory,memuaskan
1,GOOD,BAGUS
1,all are good,Semuanya bagus
0,good but not good . sir improve the subject,bagus tapi tidak bagus. Pak meningkatkan topik pembicaraan
0,"The university is good but it also has a long way to go. More teachers should have their PhD and college fests related to academic curriculum must be improved to a great extent and must be managed properly.The interaction is good, lecture delivery needs more lucidity. The punctuality is top notch.","Universitas ini bagus tetapi juga memiliki jalan panjang. Lebih banyak guru harus memiliki gelar PhD dan perguruan tinggi yang terkait dengan kurikulum akademik harus ditingkatkan sebagian besar dan harus dikelola dengan benar. Interaksi baik, pengiriman kuliah membutuhkan lebih banyak kejernihan. Ketepatan waktu adalah kedudukan tertinggi."
1,"our university is good in punctuality,lecture delivery but it is not good in terms of interaction","Universitas kami baik dalam waktu dekat, pengiriman kuliah tetapi tidak baik dalam hal interaksi"
0,average,rata-rata
-1,"interaction is very less ,when it comes to lecture delivery its fine but the coordination not there between the lecturers","Interaksi sangat kurang, ketika datang untuk pengiriman kuliah baik -baik saja tetapi koordinasi tidak ada di antara para dosen"
1,good,Bagus
1,All lectures are giving their best to teach the students,Semua kuliah memberikan yang terbaik untuk mengajar siswa
-1,our university is very good but in terms of interaction of teachers wd students is not at all fair because they interact wd only students understands his/her teaching they don't make remaining students to understand the topic,"Universitas kami sangat bagus, tetapi dalam hal interaksi antara guru dengan mahasiswa, tidak adil sama sekali karena mereka hanya berinteraksi dengan mahasiswa yang memahami cara mengajar mereka dan tidak membantu sisanya untuk memahami topik tersebut."
1,The university consists of a whole world in itself.It is diverse and manages to conduct all events properly.I love being the part of this university where we get equal and all opportunities in all respects and fields.,Universitas terdiri dari seluruh dunia itu sendiri. Ini beragam dan berhasil melakukan semua acara dengan benar. Saya senang menjadi bagian dari universitas ini di mana kita mendapatkan yang setara dan semua peluang dalam segala hal dan bidang.
1,"teachers are pretty interactive,But it all depends on the student to gain as much as knowledge he can from the teacher.Teachers are punctual and very helpful during exams time.","Guru cukup interaktif, tetapi semuanya tergantung pada siswa untuk mendapatkan sebanyak yang dia bisa dari guru. Pencuri adalah tepat waktu dan sangat membantu selama waktu ujian."
0,teaching delivery is good .but it is better to reduce there speed of lecture delivery to understand the student better,Pengajaran Pengajarannya Baik. Tapi lebih baik mengurangi kecepatan pengiriman kuliah untuk memahami siswa dengan lebih baik
1,"overall rating on this activity is 4.5/5 .very nice teaching and interaction between students and lectures was good, every time there will be new and fresh style in delivering the lectures ,thanks.","Peringkat keseluruhan pada kegiatan ini adalah 4,5/5. Pengajaran dan interaksi yang sangat bagus antara siswa dan kuliah bagus, setiap kali akan ada gaya baru dan segar dalam menyampaikan kuliah, terima kasih."
0,"excellent, but reduse the speed of teaching ,up to understand the students","Luar biasa, tetapi gunakan kembali kecepatan mengajar, untuk memahami siswa"
0,"teaching is ok but the interaction with the students need to improve, i mean they have to focus on dull students more than intelligents....","Mengajar tidak apa -apa tetapi interaksi dengan siswa perlu ditingkatkan, maksud saya mereka harus lebih fokus pada siswa yang membosankan daripada kecerdasan ...."
1,Interaction is good but it should be more ...the rest is too perfect,Interaksi itu bagus tetapi harus lebih ... sisanya terlalu sempurna
1,"teachers are good in subject,and punctuality","Guru bagus dalam mata pelajaran, dan ketepatan waktu"
0,Everything would be fine if there are less number of students in our btech CSE.,Semuanya akan baik -baik saja jika ada lebih sedikit siswa di BTECH CSE kami.
1,good,Bagus
0,faculties are doing quite well but need more senior lecturers.,Fakultas baik -baik saja tetapi membutuhkan lebih banyak dosen senior.
1,satisfied,puas
1,"examination department is not good, teaching is quite good, I cant get extra time for extra knowledge, interaction is good","Departemen Pemeriksaan tidak baik, mengajar cukup baik, saya tidak bisa mendapatkan waktu ekstra untuk pengetahuan tambahan, interaksi itu bagus"
1,Well and Good,Baik dan bagus
1,Good,Bagus
1,good,Bagus
0,university management is extraordinary but some of the faculty is very bad,Manajemen universitas luar biasa tetapi beberapa fakultas sangat buruk
1,good,Bagus
1,good,Bagus
1,good,Bagus
0,"some lectures are excellent,but not everyone","Beberapa kuliah sangat baik, tetapi tidak semua orang"
1,It is very good learning in this university,Ini adalah pembelajaran yang sangat bagus di universitas ini
0,it is boring,ini membosankan
1,good,Bagus
1,Good,Bagus
0,teaching is good but some lecturers are showing partiality between south people and north people,Mengajar itu bagus tetapi beberapa dosen menunjukkan keberpihakan antara orang Selatan dan orang Utara
1,excellent,bagus sekali
0,"teaching is good but some teachers are not able to interact properly and are not able to clear the concepts properly, teachers are punctual.","Mengajar itu baik tetapi beberapa guru tidak dapat berinteraksi dengan baik dan tidak dapat menghapus konsep dengan benar, guru tepat waktu."
1,good,Bagus
1,"Everything is very good. Interaction part is something like teachers mostly interact with each and every student, lecture delivery is very good and punctuality always maintains.","Semuanya sangat bagus. Bagian interaksi adalah sesuatu seperti guru yang sebagian besar berinteraksi dengan setiap siswa, pengiriman kuliah sangat baik dan ketepatan waktu selalu dipertahankan."
1,good,Bagus
1,"I am very much satisfied with teaching faculty interms of interaction,lecture delivery, punctuality etc","Saya sangat puas dengan fakultas pengajar dalam hal interaksi, penyampaian materi kuliah, ketepatan waktu, dan sebagainya."
-1,they are showing partiality between north indians and south indians,Mereka menunjukkan keberpihakan antara India Utara dan India Selatan
1,good,Bagus
1,"Interaction is satisfying, Lecture delivery is Good, Punctuality is Excellent","Interaksi memuaskan, pengiriman kuliah baik, ketepatan waktu sangat baik"
-1,staff is showing partiality between north indians and south indians,Staf menunjukkan keberpihakan antara India Utara dan India Selatan
1,excellent university the mode of teaching is completely different than any other university in india. lecturers are very friendly with every one they interact just like friends and they are very punctual,Universitas yang sangat baik Mode pengajaran sama sekali berbeda dari universitas lain di India. Dosen sangat ramah dengan setiap orang yang mereka berinteraksi seperti teman dan mereka sangat tepat waktu
0,lecture delivery and punctuality was good but the interaction with students was not good.,Pengiriman kuliah dan ketepatan waktu bagus tetapi interaksi dengan siswa tidak baik.
0,punctuality and lecture is good here but interaction isn't good.,Ketepatan waktu dan kuliah bagus di sini tetapi interaksi tidak bagus.
1,good enough,cukup baik
1,"In this university there is good interaction with the students, Teachers in this university can deliver the lectures effectively, There is good punctuality in this university","Di universitas ini ada interaksi yang baik dengan para siswa, guru di universitas ini dapat memberikan kuliah secara efektif, ada ketepatan waktu yang baik di universitas ini"
1,Very good indeed.,Memang sangat bagus.
1,"Teaching is excellent,but lecture delivery is not up to the mark.Punctuality is good","Pengajaran sangat baik, tetapi pengiriman kuliah kurang memenuhi harapan. Kecermatan waktu bagus."
0,interaction of some faculty was good but not all faculty..,Interaksi beberapa fakultas bagus tetapi tidak semua fakultas ..
1,"good, and also like the teaching style","Bagus, dan juga menyukai gaya mengajar"
1,"Interaction between students and teachers is good ,The lectures delivery is fine, punctuality is good","Interaksi antara siswa dan guru baik, pengiriman kuliah baik -baik saja, ketepatan waktu itu bagus"
1,not bad,tidak buruk
1,Its Quite Good,Itu cukup baik
1,very good indeed,memang sangat bagus
1,not bad..,tidak buruk..
0,teaching is good some lecturers are showing partiality between south people and north people,Mengajar itu baik beberapa dosen menunjukkan keberpihakan antara orang Selatan dan orang Utara
0,I WAS A STUDENT OF A BOARDING SCHOOL .....(jnv) I STUDIED FOR 7 YEARS THERE RESIDING IN HOSTEL ..NOW LIVING IN LPU IS SAME LIKE THAT..AND STILL MORE SAME AND PUNCTUALITY IS SHOWN HERE BY BOTH TEACHERS AND STUDENTS...AND ALSO BY THE STAFF.. SECURITY IS ABOVE 90%(IN CASE OF STUDENT IS WELL MANURED) ....CLASSES REGULAR ....SPORTS DAILY.....PARTICIPATION WELL/.......QUALITY BELOW AVERAGE,Saya adalah seorang siswa sekolah asrama ..... (JNV) Saya belajar selama 7 tahun di sana yang tinggal di asrama .. sekarang tinggal di LPU sama seperti itu..dan masih lebih sama dan ketepatan waktu ditampilkan di sini oleh kedua guru maupun Siswa ... dan juga oleh staf .. Keamanan di atas 90%(dalam kasus siswa dikotori dengan baik) .... kelas reguler .... olahraga setiap hari ..... Partisipasi sumur/..... ..Kualitas di bawah rata -rata
1,All terms are good regarding the university activities,Semua istilah baik mengenai kegiatan universitas
1,GOOD,BAGUS
1,intraction is good and lecture delivery also good and then punctuality is also is good,"Interaksi yang baik dan penyampaian materi kuliah yang baik adalah hal yang bagus. Selain itu, kepatuhan pada waktu juga baik."
1,all the given terms are good regarding the university,Semua istilah yang diberikan baik tentang universitas
1,All the terms are good regarding the university activities.,Semua persyaratan baik mengenai kegiatan universitas.
-1,Some of the teacher are un experienced. Also they are unfair and baised. In fact many of the teachers are having few or no experience about the subject,"Beberapa guru tidak berpengalaman. Mereka juga tidak adil dan memiliki kecenderungan bias. Bahkan, banyak guru yang memiliki sedikit atau tidak memiliki pengalaman tentang mata pelajaran tersebut"
1,IT IS GOING GOOD,Itu berjalan baik
0,content of courses are average,Konten dari kursus tersebut rata-rata.
-1,Not good,Tidak baik
1,All courses material provide very good knowledge in depth .,Semua materi kursus memberikan pengetahuan yang sangat baik secara mendalam.
-1,"Content of course is perfectly in line with the teaching philosophy that is being perpetuated here i.e cramming,rote learning.","Konten tentu saja benar -benar sejalan dengan filosofi pengajaran yang diabadikan di sini yaitu menjejalkan, belajar hafalan."
1,content of courses improves my knowledge,konten kursus meningkatkan pengetahuan saya
1,Yes,Ya
1,Good,Bagus
1,This semester university has provide best teachers,Universitas semester ini telah menyediakan guru terbaik
-1,Needs some improvement,Membutuhkan beberapa perbaikan
-1,Needs some improvement,Membutuhkan beberapa perbaikan
0,Knowledge and depth of the course is good but while coming to the material it's not upto the mark.,Pengetahuan dan kedalaman kursus itu bagus tetapi saat datang ke materi itu tidak sesuai dengan sasaran.
0,"Knowledge,depth of course is good but course material are not upto the mark","Pengetahuan, kedalaman tentu saja bagus tetapi materi kursus tidak sesuai dengan sasaran"
1,course content is knowledgeable,Konten kursus berpengetahuan luas
-1,Content of the courses is good but some courses need improvement. Course material is not upto the mark.,Konten kursus bagus tetapi beberapa kursus perlu ditingkatkan. Bahan kursus tidak sesuai dengan sasaran.
1,Good,Bagus
1,Very good,Sangat bagus
-1,Material of the course is not good enough,Bahan kursus tidak cukup baik
-1,sometimes proper course material is not required.,Terkadang materi kursus yang tepat tidak diperlukan.
1,Easily available course material with sufficient knowledge gaining,Materi kursus yang mudah tersedia dengan mendapatkan pengetahuan yang cukup
1,"The materials or links provided for study purpose is good, clarity in depth of courses but again it differs from teacher to teacher.","Bahan atau tautan yang disediakan untuk tujuan studi baik, kejelasan dalam kursus tetapi sekali lagi berbeda dari guru ke guru."
1,The course notes are very knowledgeable and proper.,Catatan kursus sangat berpengetahuan dan tepat.
1,Good,Bagus
1,Good,Bagus
1,content of the courses are update and mostly based on current technology.,Konten kursus diperbarui dan sebagian besar berdasarkan teknologi saat ini.
-1,Needs some improvement,Membutuhkan beberapa perbaikan
1,Good,Bagus
-1,Teachers are not giving depth of course . They trying to cover there work only .,Guru tidak memberikan kedalaman tentu saja. Mereka mencoba menutupi pekerjaan saja di sana.
1,Good,Bagus
1,good,Bagus
1,every thing is fine,semuanya baik-baik saja
1,It's appreciable,Ini cukup besar
1,Satisfied,Puas
-1,The books that are recommended do not contain appropriate content; leads the students to depend on slides given by teachers. Hence the knowledge remains superficial,Buku -buku yang disarankan tidak mengandung konten yang sesuai; membuat para siswa bergantung pada slide yang diberikan oleh guru. Karenanya pengetahuan tetap dangkal
1,Awesome,Luar biasa
1,It is proper,Itu tepat
1,Courses are very good and useful,Kursus sangat bagus dan bermanfaat
1,Its good,Ini baik
1,Everything is fine. Every thing is taught in depth.Even a single point is elaborated enough to understand.,Semuanya baik-baik saja. Segala sesuatu diajarkan secara mendalam. Bahkan satu poin diuraikan cukup untuk dipahami.
1,Courses are very good and useful,Kursus sangat bagus dan bermanfaat
1,content is good enough,Konten cukup baik
1,Good,Bagus
1,Good,Bagus
1,Accurate,Tepat
1,Accurate,Tepat
1,Perfect,Sempurna
1,the material provided is beneficial and provides much knowledge,Materi yang disediakan bermanfaat dan memberikan banyak pengetahuan
1,fully knowledgeable,sepenuhnya berpengetahuan
1,good,Bagus
1,good,Bagus
1,well planned,terencana dengan baik
1,good,Bagus
1,good,Bagus
1,ok,Oke
1,good,Bagus
0,average,rata-rata
1,content is very knowledgable and gives us huge knowledge of every subject,konten sangat berpengetahuan dan memberi kita pengetahuan besar tentang setiap subjek
1,"content is enough, we do not need more.","Konten sudah cukup, kami tidak perlu lebih banyak."
0,good quallity content but some teachers do not upload ppts on time,Konten Kemenangan yang Baik Tetapi Beberapa Guru Tidak Mengunggah PPT tepat waktu
1,course content is good,Konten kursus bagus
1,the content of the course is knowledgeable,Isi kursus ini berpengetahuan luas
0,subjects are appropriate but much depth is required as syllabus includes only basics not the details,Subjek sesuai tetapi banyak kedalaman diperlukan karena silabus hanya mencakup dasar -dasarnya bukan detailnya
1,good,Bagus
-1,some courses are irrelevant as they are not related to my stream.,Beberapa kursus tidak relevan karena tidak terkait dengan aliran saya.
-1,there are many courses which are irrelevant to the branch. some topics are not covered. There is no proper material for any course,Ada banyak kursus yang tidak relevan dengan cabang. Beberapa topik tidak tercakup. Tidak ada bahan yang tepat untuk kursus apa pun
1,not too bad,lumayan
1,not too bad,lumayan
1,course material is perfect,bahan kursus sempurna
1,not bad,tidak buruk
1,good,Bagus
1,IP is provided to the students which is very helpful for the students.,IP diberikan kepada siswa yang sangat membantu bagi siswa.
0,depth of course is less on the other hand knowledge and material is good,kedalaman tentu saja kurang di sisi lain pengetahuan dan materi itu bagus
1,Good,Bagus
-1,content does not provide deep knowledge,Konten tidak memberikan pengetahuan yang mendalam
0,average,rata-rata
-1,sometime it is irrelevent with the ongoing courses.,Kadang -kadang tidak relevent dengan kursus yang sedang berlangsung.
0,average(in one term there should be only two major subjects based on numerical),rata -rata (dalam satu istilah seharusnya hanya ada dua subjek utama berdasarkan numerik)
0,some of them are very helpful and knowledgeable and some are just formality,Beberapa dari mereka sangat membantu dan berpengetahuan luas dan beberapa hanya formalitas
0,"very knowledgeable, some subjects do not have dedicated material like books available","Sangat berpengetahuan, beberapa subjek tidak memiliki materi khusus seperti buku yang tersedia"
1,optimum content,konten optimal
1,good,Bagus
1,very good,sangat bagus
1,good,Bagus
1,very good,sangat bagus
-1,it is not appropriate,itu tidak pantas
1,Satisfied knowedgeable and proper course material,Bahan kursus yang dapat diketahui dan tepat
1,"Good, but there should be at least one a practical subject in every semester","Bagus, tetapi harus ada setidaknya satu subjek praktis di setiap semester"
1,Yes,Ya
1,good,Bagus
1,Good,Bagus
1,good,Bagus
1,Good,Bagus
1,Good,Bagus
1,good.,Bagus.
-1,it is not very deep,itu tidak terlalu dalam
1,course contents are very much relevant to our courses,Isi kursus sangat relevan dengan kursus kami
0,The course structure is good and follows todays technology. Some subjects portion are too vast and are difficult to cover in 1 sem,Struktur kursus bagus dan mengikuti teknologi saat ini. Beberapa bagian subjek terlalu luas dan sulit ditutup dalam 1 sem
1,good,Bagus
1,GOOD,BAGUS
1,content of the course is good,Konten kursus itu bagus
-1,syllabus is not in debth,Silabus tidak dalam keadaan utuh
1,Excellent,Bagus sekali
1,Very good,Sangat bagus
1,as per the courses all the sub are providing worth knowledge,Sesuai kursus semua sub memberikan pengetahuan yang layak
1,very good,sangat bagus
0,i dont know,aku tidak tahu
1,regarding the courses everything is good,Mengenai kursus semuanya bagus
1,coming to the courses these are very well planned... and it all depends on the lectures.,Datang ke kursus ini direncanakan dengan sangat baik ... dan semuanya tergantung pada kuliah.
1,good,Bagus
1,good,Bagus
1,good,Bagus
1,good,Bagus
1,up to the mark,sampai ke sasaran
1,It is so good.,Itu sangat bagus.
1,GOOD,BAGUS
1,excellent,bagus sekali
0,content of course is ample but depth must be more,konten tentu saja cukup tetapi kedalaman harus lebih
0,COURSE IS GOOD NO PROPER COURSE MATERIAL,Kursus baik tidak ada materi kursus yang tepat
1,excellent,bagus sekali
1,good,Bagus
-1,Content of the courses should be changed a bit. More of industry oriented feature like Linux and GitHub must be implemented. Proper detailing and advanced knowledge is required and is to be instilled in the students.The course material is good.,Konten kursus harus sedikit diubah. Lebih banyak fitur berorientasi industri seperti Linux dan GitHub harus diimplementasikan. Detail yang tepat dan pengetahuan lanjutan diperlukan dan harus ditanamkan pada siswa. Materi kursus bagus.
1,"good it was knowledgeable,depth of the course is good,there is but proper course materials in only for some subjects","Bagus itu berpengetahuan, kedalaman kursus itu bagus, hanya ada bahan kursus yang tepat hanya untuk beberapa subjek"
0,average,rata-rata
1,good,Bagus
1,good,Bagus
1,Excellent,Bagus sekali
1,very good and you can also increase the standard of Courses,sangat bagus dan Anda juga dapat meningkatkan standar kursus
1,The courses available in the university have got a scope and the teaching of these courses goes on with the point of view of bringing out the best from the student by indulging them in different activities and projects.,Kursus yang tersedia di universitas memiliki ruang lingkup dan pengajaran kursus ini berlangsung dengan sudut pandang mengeluarkan yang terbaik dari siswa dengan memanjakan mereka dalam berbagai kegiatan dan proyek.
1,content of course is more than enough to get the basics of that particular subject.,Konten tentu saja lebih dari cukup untuk mendapatkan dasar -dasar subjek tertentu.
0,courses are also good .but lt of subjects in cse departments at 1st year it feels like burden upon us,Kursus juga bagus. Tapi subjek di departemen CSE pada tahun pertama rasanya seperti beban bagi kami
1,my rating in this is 4/5,Peringkat saya dalam hal ini adalah 4/5
0,"good,they work very hard for us","Bagus, mereka bekerja sangat keras untuk kita"
1,good,Bagus
-1,syllabus is more which required time ..it should b less so that student can proper concentrate getting the knowlegde instead of just covering the syllabusgood,"Silabus yang terlalu banyak membutuhkan waktu yang banyak. Sebaiknya, jumlah silabus dikurangi agar para siswa dapat fokus sepenuhnya pada pemahaman materi daripada hanya menyelesaikan silabus."
1,good,Bagus
-1,when compared to other universities we need better material and exposure.,Jika dibandingkan dengan universitas lain kita membutuhkan materi dan paparan yang lebih baik.
1,good,Bagus
-1,the content of the course should be increased with the depth.,Isi kursus harus ditingkatkan dengan kedalaman.
1,content provided by you is excellent so that we learnt more and more about that particular subject,Konten yang disediakan oleh Anda sangat baik sehingga kami belajar lebih banyak tentang subjek tertentu
1,content of course is appropriate,Konten tentu saja sesuai
-1,The content of course should be increase with depth,Konten tentu saja harus meningkat dengan kedalaman
1,Good,Bagus
1,good,Bagus
-1,In my opinion very less content is their in our syllabus..it will be good if there is more syllabus and depth included in our syllabus,"Menurut pendapat saya, sangat kurang konten adalah mereka dalam silabus kami..tidak akan lebih baik jika ada lebih banyak silabus dan kedalaman yang termasuk dalam silabus kami"
-1,some of the faculty are not uploading ppts,Beberapa fakultas tidak mengunggah PPT
1,ok,Oke
1,good,Bagus
1,excellent,bagus sekali
1,it is good learning these courses,itu bagus belajar kursus -kursus ini
-1,its very tough and very diffcult to understand,sangat sulit dan sangat sulit untuk dipahami
1,Nice,Bagus
