sentiment,reviews
1,content of the courses are update and mostly based on current technology.
-1,Teachers are not giving depth of course . They trying to cover there work only .
1,everything is fine
1,It's appreciable
-1,The books that are recommended do not contain appropriate content; leads the students to depend on slides given by teachers. Hence the knowledge remains superficial
1,Awesome
1,It is proper
1,Courses are very good and useful
1,Everything is fine. Every thing is taught in depth. Even a single point is elaborated enough to understand.
1,content is good enough
1,the material provided is beneficial and provides much knowledge
1,fully knowledgeable
1,well planned
1,ok
1,content is very knowledgable and gives us huge knowledge of every subject
1,"content is enough, we do not need more."
0,good quallity content but some teachers do not upload ppts on time
1,course content is good
1,the content of the course is knowledgeable
0,subjects are appropriate but much depth is required as syllabus includes only basics not the details
-1,some courses are irrelevant as they are not related to my stream.
-1,there are many courses which are irrelevant to the branch. some topics are not covered. There is no proper material for any course
1,not too bad
1,course material is perfect
1,IP is provided to the students which is very helpful for the students.
0,depth of course is less on the other hand knowledge and material is good
-1,content does not provide deep knowledge
-1,sometime it is irrelevent with the on going courses.
0,average (in one term there should be only two major subjects based on numerical)
0,some of them are very helpful and knowledgeable and some are just formality
0,"very knowledgeable, some subjects do not have dedicated material like books available"
1,optimum content
-1,it is not appropriate
1,Satisfied knowedgeable and proper course material
1,"Good, but there should be at least one a practical subject in every semester"
-1,it is not very deep
1,course contents are very much relevant to our courses
0,The course structure is good and follows today's technology. Some subjects portion are too vast and are difficult to cover in 1 semester
1,content of the course is good
-1,syllabus is not in debth
1,as per the courses all the sub are providing worth knowledge
0,i dont know
1,regarding the courses everything is good
1,coming to the courses these are very well planned... and it all depends on the lectures.
1,up to the mark
0,content of course is ample but depth must be more
0,COURSE IS GOOD NO PROPER COURSE MATERIAL
-1,Content of the courses should be changed a bit. More of industry oriented feature like Linux and GitHub must be implemented. Proper detailing and advanced knowledge is required and is to be instilled in the students. The course material is good.
1,"good it was knowledgeable, depth of the course is good, there is but proper course materials in only for some subjects"
1,very good and you can also increase the standard of Courses
1,The courses available in the university have got a scope and the teaching of these courses goes on with the point of view of bringing out the best from the student by indulging them in different activities and projects.
1,content of course is more than enough to get the basics of that particular subject.
0,courses are also good .but lt of subjects in cse departments at 1st year it feels like burden upon us
1,my rating in this is 4/5
0,"good, they work very hard for us"
-1,syllabus is more which required time ..it should b less so that student can proper concentrate getting the knowlegde instead of just covering the syllabusgood
-1,when compared to other universities we need better material and exposure.
-1,the content of the course should be increased with the depth.
1,content provided by you is excellent so that we learnt more and more about that particular subject
1,content of course is appropriate
-1,The content of course should be increase with depth
-1,In my opinion very less content is their in our syllabus..it will be good if there is more syllabus and depth included in our syllabus
-1,some of the faculty are not uploading ppts
1,it is good learning these courses
-1,its very tough and very diffcult to understand
0,yeah! well some of the faculty are not teaching well but the schedule of the university are superb ... and university asked feedback from us .that is really helpful
0,The content of the courses are good but depth of courses are not enough to get the good concepts.
1,content is sufficient for us
0,"Content of courses are good, these are very knowledgeable, depth of course is also there but sometimes proper course material is not there."
1,"I like communication classes, courses are good"
1,they are giving good knowledge for us
1,"Knowledgeable is Good, Depth of course is satisfying, proper course material is also good"
1,every thing is good subjects have a very good depth almost all the books are available in the library and more than that 4/5
1,It's nice .
1,"The material provided in this university is depth of course, The courses in this university is knowledgeable"
1,The depth of course is very much deep. According to me its very essential
0,Some subjects are good and predictable.Remaining courses are not satisfactory
0,depth of course was good ....providing a basic knowledge not so deep in subjects....at least they should provide deep knowledge and syllabus in core subjects...
1,I like this very much because every subject is linked up with real life situations and every thing in the subject is use full
0,"depth of the course are depended on the level of student intake, course material is delivered after the class in UMS"
1,Pretty Good
-1,not good enough.. we want something more.
-1,LESS TIME FOR STUDY ...LESS TIME FOR PAPER ATTEMTING...LESS TIME FOR EVERY THING ....LESS KNOWLEGE.....LESS DEPTH OF COURSE .....BUT PROPER COURSE MATERIAL ACCORDING TO EXAM
0,knowledge is maximum gained by reading books also the teachers explain depth if we are interested to know about it.
-1,HAVE TO IMPROVE
0,every one can tell depth of course but some one only give notes
1,we are getting maximum knowledge
1,Knowledge is maximum gained by reading books and also teachers explain the concept in depth.
0,Its fine but it should focus more towards practical knowledge rather than content based. It would be helpful for us.
1,examination pattern is good
1,"Exam pattern is up to the mark and the Cgpa depends on the various marks distributions like ca, mte etc which is very nice as compare to other institutions. Paper checking does not depend on length of ques but on the material which is the best part of it."
-1,Again the university tests students of their ability to memorize stuff. Questions should emphasize more on concepts rather than testing brain's cramming storage house.
1,I like the question pattern
1,"This university is far better than other university when coming to the exam pattern, marks disturbation and while coming to paper checking no biased corrections equal to all."
1,Great
1,exam pattern is good and good paper checking.
0,Pattern and procedure of the examination is very good. Paper checking needed to be improved.
1,Good marks distribution Students can easily check there performance throught the semester
0,"Exam pattern and how it is conducted is really seems to be good but it's my first year and when I went to scrutiny for the first time it was not as per my expectations. Teachers have marked the answers as per their choice, they must look for the content rather than the length of answers. So poor paper checking is there."
1,Descent.
1,exam pattern and marks distribution is very well procedure
1,It is statisfactory.
-1,Not that much good. Students are working so hard. But they aren't getting satisfactory result
0,All are good except paper checking. It should be improved
1,Overall all these things are the plus point of the university
0,Examination pattern is good but marks distribution very confusing
1,"Exam pattern is good, marks distribution is also good but paper checking is very tight."
0,it is neither too good nor too bad
1,"examination pattern, marks, paper checking is good."
-1,"too many examinations, we are frustrated"
0,too much examinations
1,examination including exam pattern is good in some ways. MCQs should given to students for the preparation of exams.
-1,the level of examination should be raised. Questions with reasoning must be included
1,fair marking scheme and adaptable pattern
0,pattern of examination is good but paper checking is not at all going in a good way.
-1,there should not be negative marking
1,All is good .
1,"I like it , i am satisfied all these work"
1,quite good
-1,very poor
1,exam pattern is good and good paper checking but paper checking can be improved
1,"exam pattern is good, very well marks distribution and paper checking varies from faculty to faculty."
1,all excellent
0,marks distribution is good but paper checking is not that well
-1,Very Tough
-1,bad
0,Examination pattern is good but mcq paper checking marks are not correct sometimes.
-1,very strict
1,It is a good way in pattern
-1,as per the exam pattern maths exam always have to be subjective rather than objective.
-1,it's very bad thing not sowing answer of mcQ in exam we dont jiged what is right and wrong where make mistake
1,coming to the examinations it is good
0,In CA's its in the hands of lectures... while in mte's and ete's its good.
0,i think mid term should be also subjective
1,exam pattern and marks distribution are good
1,Examination pattern and marks distribution all the terms are good. Ca and MTE also give the chance to students for improving.
0,in examinations please try to give question papers
1,GOOD AND STRICT
-1,not much good
0,exams conducting is very good .but paper correction is very bad
0,The examination pattern is good. More of logic based and subjective questions to be asked which is based upon conceptual learning. Paper checking must be done in a more lucid manner because many doubts arise with the checking of OMR sheet.
1,all these are good
1,the best pattern of examination are in lpu .
0,mid term percentage should be increased so that students get more choice to get success in the examinations
1,The examination system of the university is very impressive. The sitting plan of he students is made in such a way that no 2 students of same class give the exam in same room or even sometimes same blocks. Through this students also get to know and visit different blocks of the university. The checking is also fair .
1,Everything is pretty well organised
1,very good 5/5
-1,for some subjects like maths and english (passage writing) the time duration needs to increase
0,"Pattern is good ...marks distribution that includes ca, mt, et , and attendence all that is little complicated"
1,Probably the best part of university is it's examination and it's pattern.
1,"I have never seen this type of examination,,,,,,,very GOOD pattern"
-1,"examination checking sucks here , don't know why I get low marks even if 4 qustions are wrong . answer key of exam is absurd, discrepancy system is not advantageous, answers of exam not right, omr should be uploaded"
1,It is best
-1,"examination pattern is good but, there is blunder mistake.that is we ha no alternate to check the mistake where we have done morever no question papers also not given for discussion. so i suggest to.. provide option for checking mistakes in the MCQ exams such as midterm."
-1,time not sufficient
1,exam pattern is good
0,everything is excellent but paper checking is not good
-1,We don't get answers key and even the question papers for our mcq exams. There should be some means by which we could recheck our answers and get to know what mistakes we have made.
0,exam pattern is very nice but paper checking is not at all good .
0,Exam pattern and marks distribution are excellent but sometimes there are some errors in paper checking.
0,exam pattern is very good but if you give question papers to students it is helpful
1,"Exam pattern Very good, Marks distribution good but sometimes disappointing, paper checking OK"
1,yeah it's obviously good
1,exam pattern is completely different the entire exams are objective oriented resumbling the education in abroad my review is 5/5
1,everything was good.
0,excellent but checking procedure is not exceptable since we fail to know our faults in mid term..
1,"Excellent exam pattern, paper checking in this university is easy"
0,I don't like the -ve marking system. apart from that everything is great
-1,"Returning the question paper after the exams to be expected, because to clear and clarify the doubts regarding particular subjects"
1,examination pattern was excellent
1,"Exams are conducted upon the the basis of the revised chapters up to that point, marks distribution is appropriate, paper checking is good"
0,very hard papers and main concept papers
-1,strict paper correction.
0,super but paper checking is not good
1,NICE TIMING..
0,That's good to have a negative marking pattern in exam but the time is not sufficient to do all the questions.
1,EXAMPATTERN IS GOOD AND MARKS DISTRIBUTION IS ALSO GOOD AND PAPER CHECKING IS VERY HARD
1,exam pattern is good and marks distribution is also good but paper checking is too hard
0,The examination pattern is good .But time is not sufficient for those questions.
1,MCQ pattern is quite good and efficient way for evolving students.
0,PAPER CHECKING IS VERY HARD REMAINING IS GOOD
-1,"not satisfactory, lab work must include latest technologies"
1,Lab work is properly covered in the labs by the faculty and evaluations help to learn more practical knowledge in depth.
1,practical work provides detail knowledge of theoretical work
1,Everything is going fine in lab . learning new things. That is good for us
-1,Lab and practical are not upto the mark. The topic which are practiced are almost already done in Btech.
-1,Not up to the mark
-1,lab improves practical knowledge
0,Sometimes systems at labs are screwed up .Otherwise everything is at their respected desk.
1,Practical work is fair
1,Practical and easy learning
-1,"The evaluation is again bad for our CA, as one of our faculty is really weird. He gives us remarks on the basis of how we present things in front of it, he never look for the content of our answer, which is really annoying. As he expects us to deliver answer in the way he wants us to do. But how can a person do that, as people do have different mentality and they do explain themselves in different manner, so a teacher must understand that quality of a child and should give him marks on the basis of what they say not what they should say."
1,well and good infrastructure and have trending software in lab
-1,3 hours practical is so long. It should be of 2 hours only
1,ok ok
-1,practicle must be of 2 hours
1,It's good Also depends on teacher's knowledge and student's interest
-1,Too much lab file work
0,Evaluation method is good. But the content is more to write in file
0,I think electrotherapy practical should be of 2 hours. That's enough I think. Rest is fine.
-1,lab duration of 3 hours is very long .
1,lab evaluations are pretty good .they help us a lot.
1,having good material in labs.
1,too much good
-1,it is difficult to understand experiment in 1 hour
1,lab work is also good
1,lab work is quite good
0,lab activities are good but not satisfactory in explaining point of view.
1,helps in improving skills
1,lab work is nice.
1,practical work including evaluations are good so that students can learn about practicals.
1,laboratory provides us a good knowledge about practicals.
-1,practical work insome labs are not upto the marks
0,labs are good but experiments are not very informative
-1,the labs are not practically built
1,practical work is good
1,super
1,This is the best in our university because there is no other university which takes seriously for practical work.
-1,"some time lab is not proper working , some teacher's practical knowledge is less on the other side evaluations is not that much good"
-1,very poor. no equipments are there
-1,lab practicals and evaluations are below average and need lot of changes and improvements
-1,lab practical work can further be improved so that it can meet industrial standards
1,excellent work
-1,its hard to find a computer working in lab. Students cannot save data in one single PC
-1,"Not good, becouse in lab teachers do not teach us how to work on live projects or how to make a live project. So i have ovserved that whatever teachers have been teaching us in lab that will not usefull in our future life."
-1,not good.. the timing is too much for labs and syllabus is also so vast. we don't get proper revision
-1,i hate it
-1,Practical work is in interesting but different teachers evaluate in their own way. Some of the teachers in some section give marks without taking viva and some does not give marks accordingly
1,as per the lab evaluation we are satisfied with it
1,lab and practical work are initially good
-1,not very good... must be improved.
1,With the help of practicals students are able to understand all the concept. so it is also good.
1,LAB IS VERY GOOD
-1,not good...... must be improve
1,Lab evaluations are good.
0,it was good but it can be improved
-1,most of the teacher don't even bother about the practical performed by students. They give marks just by seeing face or something like that.
-1,good but marks are not given properly
0,practicals are good but evaluations are not because they don't give enough time to work
1,They are conducted in proper way.
0,Teachers are supposed to let the students know the actual use of the instruments used in the lab.
1,excellent ... they work hard.. their way of teaching is also pretty good
0,average 3.5/5
0,"In labs,the lecturers has to interact with each student to improve their knowledge, in all the ways,before giving us the work they must explain about the experiment once so that we will come to know how to perform n take precautions while doing,........"
1,its fine.
-1,More number of lab / practicals should be there to enhance practical knowledge.
1,Here we are able to do everything by our own with you are valuable support
-1,There are no sufficient lab equipments in the labs and the avilable equipments are also not perfect.
0,it is good leaning in lab but the lab instruments are not properly working
1,labs are very interesting it is helpful to know the knowledge
-1,According to me students are doing lab only for marks.
1,lab practical work help us to learn the things properly and evalution is also very necessary as it helps us to retain concepts
1,Lab or practical work is excellent and yes including evaluations also.
1,lab is very much helpful
-1,in lab also they are showing partiality
-1,Lab evaluations are very strict
-1,the lab evaluations are very strict
1,labs and practicals are good.
1,practicals are pretty well.
1,There is good evaluations in lab regarding practicle
0,lab and practical works are good.. with a little draw back of faculty in connecting the lab practical to the outside world..
1,I like it soo much
1,Lab is good the Prof explains everything before the lab begins and the Lab Asst helps us during the experiments
-1,very strictly they evaluated marks
1,nice ..enough
1,labs are interesting and helpful to know the knowledge
1,Labs helps to know how the work is done. It thought me a good lessons.
1,all labs and practical going on well
1,Labs are up to the mark.
-1,Our labs do not have all facilities.
1,ALL PRACTICAL WORK IS GOOD
0,library facilities are good but number of books are less
1,Library facilities are excellent in terms of good techniques that are used over there.
0,"Its the best thing i have seen in this university,albeit the behaviour of library staff is unprofessional at times. They are whimsically rude."
1,library has huge collection of books from different authors
1,Hardworking
0,I am satisfied with the facilities but few books are limited of database distribution
-1,It's required some liberal in rules
1,good library facilities
1,Library facilities are very good. No issues
0,Again some of the faculties don't know how to behave otherwise it is good.
1,library is very well managed and provide needed facilities to us
-1,It's required some libral in rules
1,They are doing there job well
-1,"Well... all the books are not avilable . If they are in library , books are in less number and strength of student are large."
-1,all books are not available
-1,the system in library usually does not work . so it creates a problem for us to issue the book
-1,Sometimes only book is available for some subjects and it is reserved
1,It's very helpful
1,"Awesome, peaceful, relaxing atmosphere"
-1,I think number of books are very less according to the students .Only 2-3 copies are available.
-1,I think stock is not enough more books are required.
1,very cooperative
1,library facilities provided are excellent
1,good facilities
-1,some books are not available. So please provide
1,there are doing there job good
1,all are hardworking and punctual
1,library is awesome and rich
1,they are good
1,library facility is good
1,library facilities are good for students.
1,very good library facilities. Issuing time of book must be increased
-1,more books should be provided and the issue period should be increased
0,never went there
-1,book issuing time should be increased for 2 weeks
0,Really our library provides very good facilities for students and teachers but fine system was not good it was directly increased upto 10. This is not a good thing.
1,Its good and proper design
1,library contains all the books regarding courses and other materials and very cooperative library staff
1,all the books are easily available and accessable and the limit of book issued need to be increased
1,library facilities are good . Every book is available in the library
-1,"as per libraries, few books are not available and in computer library there are hardly 5 PCs working"
-1,books are less
1,i love it
-1,i think library facilities are only for hostelers
-1,Capacity of library is less compared to size of university.
1,library has providing excellent facilities
1,It will provide us various books to increase our knowledge or to understand the concept because it is good
-1,duration of issuing books from library should be changed from 1 week to 2 week that would be great.
-1,absolutely fine all books are there but the thing is that the time limit is very less we have to return the book that we have issued very fast
0,i dont think about
1,It is excellent.
-1,library facilities need to be improve by bringing some more books
1,Library facilities are the strength of this university. It is awesome.
0,Almost each and every books is there. But the time limit for keeping book is too much shorted.
-1,"waste ,library is not the good place to study"
0,It's good but we don't find the books because their are much less number of books
1,it is very nice and timings of library is good 5/5
0,"good but there is more need of keeping books of general topics about social, polity, gk,... etc other than related to subject so that we will get some knowledge about country related issues.............."
0,Books are heavily outnumbered when compared to number of students this is the only problem with library.
-1,Insufficient books
1,"I have no words to say about our library facilities,,,,,,,, SIMPLY AWESOME"
1,good but timings should be 24 hours
0,"Library facility is very good but there is a problem collection of books, Available books are very less for some subjects"
-1,rough handling
-1,books are not available
1,librery facilities are excellent
-1,Very rough handling
0,yeah quite well but ... some of the books are not available
1,library facilty is good
1,"Library facilities are good, it maintains silence there and makes good environment to study but sometimes it goes very strict which is not required according to me."
0,uncertain
1,I like reading books in Library
1,i felt its better because there is no problem from library facilities
0,Excellent but sometimes lack of books especially during exam times
0,libary is giving a lot to us but we are not getting it
0,"i've never went to library in lpu. so, i don't know about that."
0,I don't know about that because i didn't go to library till now.
1,facilities are good to overcome one's need
-1,Required text books are not available to every student
0,library facilities are excellent...but only limited books are available ..so books should be increased.
-1,The library has insufficent number of books for all the students
1,very good there we can find several course books and we can find several reference books also...
0,Library is vast and has got wide variety of books But I think more number of specimen copies of books should be made available
0,VERY NICE ....BUT BOOKS ARE NOT AVAILABE EVERY TIME
1,IT IS ALSO GOOD
-1,library facilities are not good. They are not following the rules( they are using phones in library).
1,We have a good library with all facilities.
-1,THEY IS NO PROBLEM WITH THEM
1,extracurricular activities are excellent and provides best platform to students.
1,Extracurricular activities also help students to divert their mind from their study for some time. University plays an important role in this task.
-1,Complete wastage of time. Again this opinion is strictly personal and may not coincide with others.
1,extracurricular activities increases mental and physical abilities
0,No views
0,No idea about the extracurricular activities.
1,Good it provides a great platform
1,While coming to extracurriculum activities it's better than any other university which I had come around.
1,This university is number 1 in terms of extracurricular activities and in encouraging students to participate at their comfort levels.
1,It's give various opportunities and exposure
0,This is really a good thing that events happen in our university regularly but they must be announced early so that every student can prepare themselves for participation because sometimes we get to know about most of the events when they have already been conducted. So announcement must be there.
1,extracurricular activities held in university are necessary it provides student a platform where they can improve and groom them.
1,They are really very intersting. All the students enjoys a lot and get a chance to showcase there talent
1,it's good for refreshment
1,"It's appreciable, Students who are having interest in co curricular activities, getting a good platform"
0,Good but lacks audience .....as only participants can see these activities on duty leave basis
1,All the activities are good and appropriate for students
0,"Thats good but the problm is whenever in university the functions like one india, one world are held we are not alowed to go because we have to attend the classes and if we miss the classes we will gona loose the attendence and everyone knows in lpu attendence is very important. 
  Thanks"
-1,Chance to go and enjoy should be given. I think it should be off when any activity like One India is there to go and enjoy. Otherwise everything is good.
-1,extracurricular activies should be held when there are no classes for the students to attend so that every student can enjoy and participate in the events
1,they are amazing and help to boost our stamina.
1,increasing confidence
1,best
1,extracurricular activities are good.
0,"good it is, but teachers do not consider the new ones."
1,extracurricular activities held in university is good.
1,"super, the extracurricular activities held in university. So that student can show the efforts in other fields."
1,good and ample number of extracurricular activities take place
0,they are good but they should give exposure to more students and not the same.
0,I do not participate
1,all are enough
1,all activities are good
1,More than best
1,Its up to mark and very efficiently held in our university
1,provides good platform to interested students
-1,no comments. Because when you participiate you get reappear or backlog and no time is given for exam preparation
-1,"the activities are very good but no time is given to students for participation, so its of no use"
1,lot of activities and students get exposure in games.
1,too many activities are conducted and student get ample amount of opportunities to participate
1,they are going excellent
0,not much interested
-1,because of lectures.. we don't get time to participate..
-1,i also want to participate in that activities but i can't take part in those activities because I'm a day scholar
1,Extracurricular activities are good and provide a good platform.
1,that's great
0,hahahah
1,very good it is a good oppurtunities to many students
1,there are many opportunities for students .. it's all upon students about how they utilize them.
1,some of the universities not conducted any extracurricular activities but in our university doing these it is good for our feature
1,IT IS VERY MUCH USEFUL AND WE CAN PARTICIPATE IN OUR INTERESTS
1,excellent
1,Quite a lot of events are organized and students have a all round growth which is a nice thing.
-1,Activities are not up to the mark as advertisement.
1,very well
0,It's good but we don't get sufficient time for participating in that activities
1,unbiased
1,LPU gives the best opportunity for the students to show their talent.
1,these are very usefull to students .excellent
0,"there are lot of extracurricular activites held in university but so many of them are unknown to us ,the problem is there is no such ad's viewed to us my rating is 3/5"
1,these are very useful to the students for physical activity and improvement of knowledge
-1,Sometimes study burden is that much that we can not participate in these activities ...there should b one activity complusory for every student like all other courses
1,it helps in building up university's reputation.
1,It was quite great and unique.
1,"it is relly awesome,extirdinary and marvellous but no time to attend"
1,that is only good in this university
1,excellent.....you are the best in providing facilties and etc .. for extra curricular activities
1,extracurricular activities are also good
1,university offers alkot of activities which is excellent on their part as students are able to explore themselves
1,Extracurricular activities are good. It helps people to know their talent and build up their skills.
1,I am really enjoying
1,i felt happy because it encourages our talents
1,better
-1,"before coming to lpu i thought sports were very good n encouraging. but, there are many politics in sports especially in cricket."
-1,not every one is getting opportunities here only recommended students getting.
1,it seems to me very good since it is a good source of interaction with other and to built a leadership quilities and to overcome our faults.
1,They are sportive
1,One of the best things I like about this university. The best of all.
1,They are extraordinary
1,"Decent teacher and would take again. As previous reviews mentioned, his lectures are powerpoint heavy and get boring. Read the chapters every week and study the questions from the book. Usually gives a quiz on each chapter based on HomeWork questions. Like most classes just do all the work and you will receive an A."
1,good they are knowledgebale and helps us interacting with other students
1,in this university there is lot of events and lot of extracurriclar activities....
-1,VERY HIGH......NEED TO TAKE DOWN SOME ACCITIVTIES ................................NOISE POLuTION IN THE UNIVERSITY ALWAYS A BIG PROBLEM.
1,they all are held in super
1,the extracurricular activities held in university are very enjoyable and good
1,Our university has lot of extracurricular going on and it helps us a lot.
1,IT IS THE BEST THING IN THIS UNIVERSITY I LIKE IT
-1,"His notes are terrible and useless. To make matters worse, the textbook he uses is also garbage. Don't take this course if you like to learn on your own."
1,It was his first time teaching this course so he was very careful in teaching it. He was ALWAYS ready to help. Puts a lot of effort into his presentations and tries to help out in any way possible. Very clear. Tries to make the course interesting by giving real life examples and telling stories and taking everything to a higher level. Good prof!
